project_code,project_name,project_type,sector,state_name,district_name,latitude,longitude,total_acreage_ha,num_land_parcels,affected_families,project_cost_cr,private_to_govt_ratio,sc_st_land_percentage,multi_crop_irrigated_percentage,required_consent_percentage,non_owner_to_owner_paf_ratio,circle_rate_disparity_ratio,rr_cost_share_percentage,rural_multiplier_factor,district_litigation_rate,revenue_staff_vacancy_rate,avg_s15_resolution_days,days_since_s11,s11_notification_date,primary_delay_cause,delay_probability,delay_target
PRJ-TRA-PUR-2026-2574,Purba Medinipur National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,West Bengal,Purba Medinipur,21.9787,87.8091,353.9,930,1329,1567.3,2.35,9.5,59.7,70,0.49,1.95,12.6,1.25,15.5,6.6,58.7,129,2026-05-14,Cadastral Boundary Verification & Normal Progress,0.1398,0
PRJ-TRA-HOO-2026-2575,Hooghly Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,West Bengal,Hooghly,22.8887,88.3643,281.7,852,1863,1645.2,2.35,11.8,71.6,70,0.63,1.73,9.4,1.25,13.4,33.7,77.5,369,2025-09-16,Section 19(2) 12-Month Statutory Deadline Proximity,0.9527,1
PRJ-URB-JHA-2026-2576,Jharsuguda Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Odisha,Jharsuguda,21.9286,84.0663,965.5,1065,2895,2914.0,2.56,37.9,13.7,70,0.13,1.77,22.4,1.75,12.4,47.3,92.6,212,2026-02-20,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3043,0
PRJ-TRA-PUR-2026-2577,Purba Medinipur Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,West Bengal,Purba Medinipur,21.9354,87.7445,1271.1,3381,9691,8952.1,2.5,1.3,56.2,70,0.63,1.91,13.1,1.75,14.1,37.9,77.2,452,2025-06-25,Section 19(2) 12-Month Statutory Deadline Proximity,0.9744,1
PRJ-WAT-NOI-2026-2578,Noida Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Noida,28.5696,77.4045,920.1,2188,3329,3488.8,5.29,2.6,6.0,0,0.55,3.57,8.3,1.0,17.5,21.4,97.7,55,2026-07-27,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.6945,1
PRJ-TRA-CUT-2026-2579,Cuttack National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Odisha,Cuttack,20.3861,85.8467,156.8,168,269,552.8,2.9,15.5,38.0,80,0.3,2.04,6.9,1.75,8.2,15.6,63.1,293,2025-12-01,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4754,0
PRJ-WAT-BUR-2026-2580,Burdwan Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Burdwan,23.1718,87.82,856.4,1646,2054,3287.6,2.21,12.8,56.3,0,0.39,1.69,20.5,1.25,12.9,25.0,76.7,137,2026-05-06,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.143,0
PRJ-TRA-PUR-2026-2581,Purba Medinipur National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,West Bengal,Purba Medinipur,21.9169,87.8007,537.7,877,2199,2577.3,3.49,9.8,68.4,80,0.38,1.84,12.0,1.25,12.8,21.6,82.0,139,2026-05-04,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6015,1
PRJ-TRA-NOI-2026-2582,Noida High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Noida,28.5992,77.3251,489.3,362,458,2201.3,4.96,5.5,11.5,80,0.33,3.46,9.9,1.0,20.3,38.2,97.0,183,2026-03-21,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9687,1
PRJ-URB-SON-2026-2583,Sonbhadra Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Sonbhadra,24.6416,83.123,747.0,1750,4977,2728.5,2.01,35.0,11.9,70,0.27,1.65,28.7,1.75,7.9,12.1,59.4,456,2025-06-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.8717,1
PRJ-TRA-GAD-2026-2584,Gadchiroli High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Maharashtra,Gadchiroli,20.2511,80.0474,247.0,574,886,1311.4,2.48,46.9,15.9,70,0.48,1.56,22.4,2.0,9.0,44.7,86.0,86,2026-06-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1091,0
PRJ-TRA-BUR-2026-2585,Burdwan National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,West Bengal,Burdwan,23.3073,87.8248,305.6,770,1503,1974.9,1.38,11.9,53.8,70,0.26,1.38,18.2,1.25,11.4,40.3,76.6,419,2025-07-28,Section 19(2) 12-Month Statutory Deadline Proximity,0.9323,1
PRJ-WAT-BHA-2026-2586,Bharuch Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Bharuch,21.7665,73.0247,1148.1,2515,5183,7623.3,2.94,11.2,33.1,0,0.6,2.37,10.3,1.25,8.7,36.7,79.7,246,2026-01-17,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3826,0
PRJ-TRA-NAN-2026-2587,Nandurbar National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Maharashtra,Nandurbar,21.3076,74.3142,493.4,1218,2532,2715.4,1.69,51.6,5.3,70,0.52,1.34,17.6,2.0,9.2,14.2,58.0,141,2026-05-02,Cadastral Boundary Verification & Normal Progress,0.0559,0
PRJ-URB-NOI-2026-2588,Noida Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Noida,28.5077,77.4334,678.2,668,1280,2084.7,5.61,1.1,11.2,70,0.53,3.79,15.4,1.0,18.7,7.0,85.7,402,2025-08-14,Section 19(2) 12-Month Statutory Deadline Proximity,0.9972,1
PRJ-WAT-CUT-2026-2589,Cuttack Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Odisha,Cuttack,20.4349,85.8881,355.2,541,890,1937.5,2.77,16.6,33.9,0,0.64,1.98,7.6,1.25,10.4,16.5,63.8,78,2026-07-04,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0741,0
PRJ-URB-CHE-2026-2590,Chennai Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Tamil Nadu,Chennai,13.1468,80.2266,362.7,535,1235,2026.2,5.47,1.2,25.4,70,0.35,3.03,15.5,1.0,17.0,22.1,65.8,376,2025-09-09,Section 19(2) 12-Month Statutory Deadline Proximity,0.9946,1
PRJ-WAT-HOO-2026-2591,Hooghly Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Hooghly,22.8702,88.3431,1173.6,1471,1853,8824.9,3.4,7.4,67.4,0,0.39,2.2,9.8,1.5,12.4,6.5,69.9,200,2026-03-04,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8003,1
PRJ-TRA-BHA-2026-2592,Bharuch High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Gujarat,Bharuch,21.6766,72.9171,342.9,395,1045,2184.0,4.37,7.2,33.3,80,0.53,2.56,22.2,1.5,16.6,8.0,68.7,288,2025-12-06,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9202,1
PRJ-TRA-NAN-2026-2593,Nandurbar Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nandurbar,21.4444,74.1846,736.0,1075,2199,4542.6,1.54,62.4,9.7,80,0.53,1.23,22.9,1.75,3.0,22.0,66.0,429,2025-07-18,Section 19(2) 12-Month Statutory Deadline Proximity,0.9299,1
PRJ-TRA-NAN-2026-2594,Nandurbar Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Maharashtra,Nandurbar,21.3873,74.2622,312.8,405,521,1001.1,2.54,55.3,11.4,80,0.16,1.41,20.1,1.75,4.9,21.2,52.0,24,2026-08-27,Cadastral Boundary Verification & Normal Progress,0.0576,0
PRJ-WAT-BEN-2026-2595,Bengaluru Urban Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Bengaluru Urban,12.9745,77.6083,628.6,615,1827,1771.2,5.42,9.6,15.9,0,0.27,3.22,20.3,1.25,24.3,41.5,101.7,222,2026-02-10,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9523,1
PRJ-URB-KAN-2026-2596,Kanpur Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Kanpur,26.4244,80.378,1827.4,3263,6853,11827.8,3.2,6.9,27.7,80,0.76,2.51,9.3,1.5,15.8,6.1,72.1,166,2026-04-07,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7904,1
PRJ-TRA-CUT-2026-2597,Cuttack Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Odisha,Cuttack,20.4351,85.9389,968.3,1165,1790,3057.2,3.4,19.3,21.3,80,0.84,1.87,23.5,1.75,13.6,9.1,75.0,136,2026-05-07,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2305,0
PRJ-WAT-NOI-2026-2598,Noida Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Noida,28.475,77.3767,508.7,751,1316,3931.3,5.35,8.9,15.0,0,0.41,3.73,18.2,1.25,23.8,24.8,92.4,392,2025-08-24,Section 19(2) 12-Month Statutory Deadline Proximity,0.9989,1
PRJ-WAT-SUN-2026-2599,Sundargarh Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Odisha,Sundargarh,22.1594,83.9834,489.7,765,1399,3662.1,2.43,46.2,0.0,0,0.43,1.75,20.6,2.0,8.8,42.6,70.0,237,2026-01-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2593,0
PRJ-ENE-GAD-2026-2600,Gadchiroli Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Gadchiroli,20.1758,79.9367,2168.7,5138,16302,10757.5,2.17,46.5,11.8,70,0.41,1.42,28.5,2.0,8.7,5.1,67.4,211,2026-02-21,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0742,0
PRJ-ENE-GAD-2026-2601,Gadchiroli Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Gadchiroli,20.2047,79.9546,991.2,1738,5205,3047.8,1.72,44.6,5.4,0,0.34,1.71,15.4,2.0,8.2,29.9,73.0,293,2025-12-01,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2584,0
PRJ-TRA-CUT-2026-2602,Cuttack National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Odisha,Cuttack,20.479,85.9333,608.6,670,1599,3963.9,3.09,17.1,28.1,70,0.58,1.69,11.2,1.25,8.9,45.8,91.7,91,2026-06-21,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1034,0
PRJ-URB-THA-2026-2603,Thane Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Thane,19.1722,72.93,907.3,2242,3646,7272.7,4.27,5.1,15.7,70,0.69,2.81,16.8,1.0,17.6,16.8,81.5,81,2026-07-01,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.5625,1
PRJ-TRA-NAN-2026-2604,Nandurbar High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Maharashtra,Nandurbar,21.3964,74.1953,479.1,632,840,3267.4,2.01,52.9,6.3,80,0.1,1.38,28.7,2.0,9.0,46.7,74.9,212,2026-02-20,Section 41/42 Gram Sabha Consent Impasse,0.6994,1
PRJ-TRA-KAN-2026-2605,Kanpur High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Kanpur,26.4739,80.2614,343.9,376,1127,1526.7,3.9,8.0,29.5,80,0.48,2.08,16.7,1.75,11.5,29.8,72.1,394,2025-08-22,Section 19(2) 12-Month Statutory Deadline Proximity,0.974,1
PRJ-TRA-JHA-2026-2606,Jharsuguda High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Odisha,Jharsuguda,21.8107,83.9324,249.3,438,676,1643.3,1.91,40.2,18.7,80,0.39,1.79,15.2,1.75,8.2,38.0,83.4,395,2025-08-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.9925,1
PRJ-TRA-GAD-2026-2607,Gadchiroli High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Maharashtra,Gadchiroli,20.2342,80.0237,280.0,666,1471,1590.8,3.08,48.4,4.8,80,0.59,1.77,28.8,2.0,6.8,47.3,86.2,289,2025-12-05,Section 41/42 Gram Sabha Consent Impasse,0.8572,1
PRJ-TRA-SUR-2026-2608,Surat Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Gujarat,Surat,21.1287,72.7613,395.3,526,652,1689.0,5.67,4.2,19.5,70,0.37,3.22,16.5,1.25,16.4,38.3,86.2,391,2025-08-25,Section 19(2) 12-Month Statutory Deadline Proximity,0.9973,1
PRJ-TRA-HOO-2026-2609,Hooghly High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,West Bengal,Hooghly,22.8893,88.436,108.6,176,224,825.5,3.18,8.6,69.4,80,0.73,2.24,7.8,1.75,13.0,50.1,83.7,194,2026-03-10,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9787,1
PRJ-TRA-VAR-2026-2610,Varanasi National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Uttar Pradesh,Varanasi,25.29,82.9519,201.4,455,985,1330.8,3.45,14.4,59.5,70,0.23,2.33,19.9,1.25,13.4,23.9,74.0,455,2025-06-22,Section 19(2) 12-Month Statutory Deadline Proximity,0.9984,1
PRJ-WAT-SUN-2026-2611,Sundargarh Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Odisha,Sundargarh,22.0485,83.9723,1460.4,3068,8422,6244.5,2.57,45.0,0.6,0,0.21,1.21,18.0,1.75,8.1,23.1,78.8,351,2025-10-04,Section 19(2) 12-Month Statutory Deadline Proximity,0.7131,1
PRJ-ENE-NOI-2026-2612,Noida Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Noida,28.5594,77.4596,728.2,989,2223,1823.8,5.26,0.5,8.5,70,0.26,3.11,21.2,1.25,22.0,43.5,109.0,187,2026-03-17,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9008,1
PRJ-URB-PUR-2026-2613,Purba Medinipur Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,West Bengal,Purba Medinipur,22.0119,87.8403,693.6,1186,1644,5218.6,2.94,0.6,47.5,80,0.74,2.02,9.1,1.5,12.1,34.6,87.4,151,2026-04-22,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4259,1
PRJ-URB-CUT-2026-2614,Cuttack Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Odisha,Cuttack,20.5006,85.9174,1251.3,934,2698,3132.9,2.6,15.9,36.5,80,0.35,2.43,17.2,1.25,11.1,35.1,70.0,28,2026-08-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2917,0
PRJ-URB-NAS-2026-2615,Nashik Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nashik,20.0521,73.7284,1330.7,1983,4514,9289.5,4.14,12.9,32.1,70,0.6,2.54,13.7,1.25,11.7,25.1,76.9,244,2026-01-19,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4122,0
PRJ-URB-SON-2026-2616,Sonbhadra Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Sonbhadra,24.7256,82.987,1476.3,2706,4891,5321.5,1.84,34.1,4.0,70,0.41,1.68,17.7,1.75,6.1,38.5,65.7,141,2026-05-02,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0866,0
PRJ-WAT-PUN-2026-2617,Pune Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Pune,18.5467,73.9169,229.8,272,810,807.6,4.06,16.8,23.9,0,0.68,3.01,19.0,1.25,16.8,38.7,81.7,175,2026-03-29,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8856,1
PRJ-TRA-NAN-2026-2618,Nandurbar High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Maharashtra,Nandurbar,21.4428,74.2736,512.5,695,1814,1436.9,2.36,51.8,0.9,70,0.54,1.65,28.3,2.0,3.3,34.2,64.6,441,2025-07-06,Section 19(2) 12-Month Statutory Deadline Proximity,0.9036,1
PRJ-URB-KUT-2026-2619,Kutch Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Gujarat,Kutch,23.2298,69.6803,648.7,897,2660,3270.4,2.11,33.1,0.0,80,0.4,1.3,27.0,1.75,2.1,26.8,58.3,219,2026-02-13,Section 41/42 Gram Sabha Consent Impasse,0.3459,0
PRJ-TRA-CUT-2026-2620,Cuttack High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Odisha,Cuttack,20.4946,85.9548,189.8,317,521,730.9,2.67,11.2,29.6,80,0.68,1.86,6.3,1.25,10.2,29.1,59.9,135,2026-05-08,Cadastral Boundary Verification & Normal Progress,0.2645,0
PRJ-TRA-BEL-2026-2621,Belagavi National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Karnataka,Belagavi,15.9195,74.4627,760.8,985,2467,1934.2,4.0,24.5,50.7,80,0.51,1.65,18.6,1.5,12.6,28.2,72.8,189,2026-03-15,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6851,1
PRJ-TRA-PUN-2026-2622,Pune Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Maharashtra,Pune,18.5188,73.8239,693.8,1054,1484,3416.6,4.47,7.7,20.1,70,0.62,2.6,14.0,1.0,13.6,44.7,89.0,251,2026-01-12,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8622,1
PRJ-TRA-PUN-2026-2623,Pune High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Maharashtra,Pune,18.4603,73.8626,85.7,159,374,480.0,4.27,8.1,10.5,80,0.16,2.9,17.3,1.25,16.8,7.5,68.0,308,2025-11-16,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9281,1
PRJ-URB-SON-2026-2624,Sonbhadra Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Sonbhadra,24.6152,82.9898,665.2,1020,3115,4833.1,1.79,40.8,5.1,80,0.46,1.6,22.6,2.0,6.7,22.0,66.3,256,2026-01-07,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3023,0
PRJ-ENE-BHA-2026-2625,Bharuch Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Gujarat,Bharuch,21.7601,72.9722,2561.3,1981,4814,10982.5,4.09,12.0,22.6,0,0.73,2.12,19.0,1.25,16.5,48.5,92.5,235,2026-01-28,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5136,1
PRJ-TRA-CUT-2026-2626,Cuttack Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Odisha,Cuttack,20.4699,85.8275,1390.5,1048,3325,5528.6,3.3,15.4,26.1,70,0.47,2.0,20.8,1.75,13.4,5.4,61.9,144,2026-04-29,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0962,0
PRJ-URB-KAN-2026-2627,Kanpur Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Kanpur,26.4429,80.3166,948.7,1949,5744,5726.6,3.04,11.0,30.8,80,0.65,2.26,14.0,1.25,15.8,35.4,91.7,108,2026-06-04,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8154,1
PRJ-TRA-BUR-2026-2628,Burdwan National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,West Bengal,Burdwan,23.1553,87.8317,136.4,454,1347,718.3,2.35,12.2,47.5,70,0.38,1.39,12.0,1.25,15.2,28.4,77.6,418,2025-07-29,Section 19(2) 12-Month Statutory Deadline Proximity,0.9292,1
PRJ-ENE-PUN-2026-2629,Pune Ultra Mega Solar Renewable Energy Park (Package 3),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Pune,18.4794,73.8637,1474.3,1925,4434,7769.1,4.09,5.8,14.3,70,0.54,2.51,17.2,1.25,18.3,37.3,86.7,354,2025-10-01,Section 19(2) 12-Month Statutory Deadline Proximity,0.9931,1
PRJ-URB-THA-2026-2630,Thane Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Thane,19.1404,73.003,465.7,621,1842,2650.9,3.68,3.2,10.9,80,0.21,3.02,9.9,1.0,18.1,40.3,92.1,262,2026-01-01,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.965,1
PRJ-TRA-SUR-2026-2631,Surat High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Gujarat,Surat,21.1167,72.9032,449.0,930,2163,3008.4,5.15,4.0,26.1,70,0.19,2.99,20.3,1.0,19.5,36.9,98.4,405,2025-08-11,Section 19(2) 12-Month Statutory Deadline Proximity,0.9976,1
PRJ-TRA-VAR-2026-2632,Varanasi High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Uttar Pradesh,Varanasi,25.3902,82.9849,591.8,742,1558,3426.2,3.87,12.2,53.1,80,0.05,2.37,16.9,1.5,13.8,29.5,77.3,285,2025-12-09,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9772,1
PRJ-TRA-SUN-2026-2633,Sundargarh Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Odisha,Sundargarh,22.122,83.9828,1050.5,912,2694,6023.7,2.8,42.7,18.8,80,0.27,1.67,18.6,1.75,7.8,35.5,67.7,163,2026-04-10,Section 41/42 Gram Sabha Consent Impasse,0.6125,0
PRJ-WAT-PUR-2026-2634,Purba Medinipur Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Purba Medinipur,22.0114,87.7586,884.9,1724,3055,5323.5,3.1,8.1,62.7,0,0.09,1.62,6.0,1.75,16.5,18.5,77.2,268,2025-12-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5418,1
PRJ-WAT-SUR-2026-2635,Surat Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Surat,21.1393,72.8053,340.9,246,494,1327.9,4.61,7.7,29.0,0,0.4,2.92,16.7,1.0,20.5,13.5,73.5,222,2026-02-10,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8507,1
PRJ-ENE-HOO-2026-2636,Hooghly Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Hooghly,22.9217,88.3464,2246.6,4189,9168,16030.6,3.49,5.7,57.7,0,0.19,1.88,12.5,1.5,12.3,6.9,76.9,56,2026-07-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1284,0
PRJ-WAT-NAN-2026-2637,Nandurbar Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Nandurbar,21.4322,74.2819,1040.2,1631,2332,4143.8,1.76,54.4,9.8,0,0.53,1.36,24.3,1.75,7.1,16.2,64.5,415,2025-08-01,Section 19(2) 12-Month Statutory Deadline Proximity,0.8438,1
PRJ-TRA-PUR-2026-2638,Purba Medinipur High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,West Bengal,Purba Medinipur,21.9113,87.7168,372.6,832,2368,2657.4,2.99,0.5,56.7,80,0.36,1.96,9.9,1.75,11.8,46.5,87.9,362,2025-09-23,Section 19(2) 12-Month Statutory Deadline Proximity,0.9812,1
PRJ-TRA-JHA-2026-2639,Jharsuguda National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Odisha,Jharsuguda,21.8892,84.0008,812.3,1656,2573,6025.9,2.73,36.4,3.4,70,0.19,1.93,29.8,2.0,6.1,5.3,62.4,360,2025-09-25,Section 19(2) 12-Month Statutory Deadline Proximity,0.7376,1
PRJ-TRA-GAD-2026-2640,Gadchiroli Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Maharashtra,Gadchiroli,20.1175,80.0741,1049.1,760,926,6147.1,1.73,50.1,5.4,70,0.31,1.41,20.2,2.0,7.9,15.8,55.7,165,2026-04-08,Cadastral Boundary Verification & Normal Progress,0.0616,0
PRJ-URB-CUT-2026-2641,Cuttack Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Odisha,Cuttack,20.5211,85.8641,808.1,2094,3250,2120.4,3.25,16.8,19.0,80,0.74,1.95,7.3,1.25,10.1,47.8,86.9,187,2026-03-17,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4892,0
PRJ-TRA-THA-2026-2642,Thane National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Maharashtra,Thane,19.2863,73.0052,530.2,1325,3317,3475.1,4.89,0.5,18.9,80,0.31,2.56,12.0,1.0,16.6,8.1,67.5,375,2025-09-10,Section 19(2) 12-Month Statutory Deadline Proximity,0.9941,1
PRJ-TRA-THA-2026-2643,Thane High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Maharashtra,Thane,19.2229,72.9137,133.7,180,563,443.6,4.89,5.3,14.1,70,0.56,2.3,7.6,1.25,18.1,22.6,71.5,233,2026-01-30,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7253,1
PRJ-WAT-AHM-2026-2644,Ahmedabad Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Ahmedabad,23.0896,72.6102,1060.5,1040,1758,7153.6,3.35,8.4,27.7,0,0.44,2.89,16.8,1.25,14.3,48.6,96.2,259,2026-01-04,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9207,1
PRJ-TRA-BHA-2026-2645,Bharuch Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.6518,73.0558,625.8,479,1092,4721.0,3.69,8.5,25.0,80,0.88,2.44,19.3,1.5,16.5,32.8,77.1,263,2025-12-31,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9441,1
